emotion,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43
surprise,0.33633867,0.18944737,0.6120538,0.38798064,0.1627476,0.0,0.40971416,0.015599608,1.0,0.16842498,0.20898692,0.34974894,0.47195396,0.0,0.6519936,0.25291464,0.5672431,0.252299,0.16795309,0.23825078
happy,0.22581397,0.14799498,0.27718502,0.26309025,0.61326385,0.0,0.38797286,0.019361177,1.0,0.72566056,0.6571022,0.34568152,0.55605716,0.0,0.45724627,0.7911802,0.026230041,0.12928881,0.60605705,0.58612406
angry,0.482209,0.2511047,0.5117062,0.3255474,0.5381296,1.0,0.53081644,0.049731776,0.0,0.47709274,0.39479363,0.1628269,0.19107275,1.0,0.35983935,0.02179236,0.9972355,0.38540792,0.0497124,0.30563772
happy,0.33392322,0.2978433,0.29822817,0.26238036,0.591187,1.0,0.4651687,0.51878923,0.0,0.85720426,0.69255483,0.27692518,0.33468524,0.0,0.18073007,0.40492305,0.28854993,0.08020734,0.2266111,0.8491077
angry,0.24692944,0.22552975,0.3430049,0.38620952,0.15171212,1.0,0.23415592,0.305158,1.0,0.15310463,0.5418107,0.2523647,0.43836313,0.0,0.31039384,0.35690153,0.8751449,0.14130181,0.047561705,0.036207117
happy,0.49818167,0.5082278,0.6593783,0.26320317,0.5332074,1.0,0.6606769,0.9731919,0.0,0.64904773,0.7466556,0.37401643,0.39737105,1.0,0.32388753,0.4958513,0.06490532,0.10069429,0.25935408,0.8107156
surprise,0.24378686,0.24089073,0.3812551,0.31467274,0.16466676,0.0,0.2503529,0.20604338,1.0,0.09712877,0.54573476,0.14986962,0.38246042,1.0,0.6575602,0.35663235,0.9695068,0.4142607,0.098336615,0.19026674
sad,0.35843927,0.22680181,0.4765138,0.45816115,0.28796783,1.0,0.4114831,0.039783426,0.0,0.31154034,0.34677443,0.13793936,0.46326306,0.0,0.6553179,0.36205316,0.1880073,0.07845973,0.09569854,0.21915811
neutral,0.67099124,0.41984454,0.19389568,0.43719944,0.060066294,0.0,0.19644241,0.001810274,1.0,0.019977108,0.10742319,0.1931205,0.38188723,0.0,0.8015907,0.11070817,0.621814,0.11232605,0.16191612,0.1011374
happy,0.3820233,0.2773329,0.5638509,0.31891945,0.7456927,0.0,0.49939182,0.7961614,0.0,0.8254404,0.71715695,0.52254117,0.50092834,0.0,0.76116395,0.65676117,0.15579428,0.12412243,0.63505626,0.7805242
angry,0.33822703,0.18818724,0.9128379,0.25662494,0.76284176,0.0,0.6468256,0.21464258,1.0,0.7509679,0.6395933,0.23315072,0.4065205,1.0,0.27623674,0.57205033,0.97103924,0.047041867,0.07970998,0.5868519
surprise,0.45886278,0.297335,0.32176477,0.39982644,0.14805092,0.0,0.3996936,0.02645943,0.0,0.14650908,0.44225472,0.20156771,0.31584615,1.0,0.5040704,0.38768655,0.18756841,0.16688253,0.18972154,0.13811204
happy,0.40632126,0.2623577,0.46019983,0.43149686,0.22792737,0.0,0.3791074,0.029983101,0.0,0.3223014,0.3801339,0.09244261,0.5050066,0.0,0.686484,0.25701445,0.08160196,0.08285613,0.1662399,0.0786256
neutral,0.3279819,0.38367882,0.5033687,0.2961819,0.5967825,0.0,0.4934162,0.084057845,1.0,0.79957575,0.6379442,0.16099326,0.5790119,0.0,0.25066945,0.5594517,0.0130847925,0.03943076,0.07588465,0.076430924
happy,0.3499211,0.24851984,0.43795863,0.27695057,0.8699912,1.0,0.6176911,0.82610476,0.0,0.95435685,0.70458895,0.19109397,0.46049145,0.0,0.2376143,0.26193383,0.9834161,0.059175547,0.11884463,0.8425549
angry,0.44621348,0.5545371,0.7216569,0.38392773,0.27153146,0.0,0.41389182,0.35014597,0.0,0.27450785,0.17903782,0.11826103,0.48232356,0.0,0.31215766,0.31500396,0.17755045,0.055333924,0.570078,0.3454871
happy,0.40286028,0.26998425,0.68813133,0.27895322,0.57381135,1.0,0.46570778,0.6626259,1.0,0.8369899,0.77988285,0.48633447,0.44525704,1.0,0.55019206,0.40857998,0.9990258,0.07067121,0.21410836,0.28461882
fear,0.54459053,0.3146469,0.44757667,0.26033208,0.18769132,1.0,0.51890874,0.27611205,0.0,0.19455199,0.38158056,0.32296908,0.4256869,0.0,0.25300202,0.42646736,0.7084804,0.11129388,0.095078714,0.46015707
angry,0.20122258,0.14007509,0.32245207,0.3530288,0.19167735,0.0,0.29739517,0.022609692,1.0,0.15,0.6364019,0.18211423,0.38356578,1.0,0.5079994,0.5896088,0.5452375,0.24765576,0.5516556,0.1369325
angry,0.33790326,0.3346479,0.6957762,0.3067474,0.26101366,1.0,0.5227145,0.06996862,0.0,0.07064589,0.18149109,0.083495185,0.5045723,1.0,0.32286128,0.30413288,0.77934545,0.04688081,0.3218226,0.5602468
happy,0.36188185,0.48489502,0.6054078,0.26722196,0.41521803,1.0,0.57126695,0.5160458,1.0,0.8504843,0.7696518,0.25258005,0.35712734,0.0,0.4841764,0.42541316,0.08919098,0.25645986,0.6592022,0.7157366
neutral,0.5755999,0.4188442,0.35588935,0.34247681,0.06205512,0.0,0.28177065,0.17386276,1.0,0.07396022,0.17944153,0.14857034,0.322695,0.0,0.5587938,0.18707049,0.45646805,0.1669942,0.41882604,0.24779509
surprise,0.29141867,0.18923637,0.596619,0.45100847,0.2408034,0.0,0.19844745,0.052428495,0.0,0.19649029,0.18328245,0.018934097,0.33958864,1.0,0.5577743,0.04219255,0.997974,0.34042653,0.05533009,0.13061114
disgust,0.21660148,0.16008754,0.46891153,0.39892662,0.24144621,0.0,0.17600906,0.34845275,0.0,0.15461935,0.54339236,0.29758492,0.44207788,0.0,0.37906855,0.47695878,0.028152714,0.056961723,0.09527792,0.036506988
neutral,0.3708087,0.16737615,0.16936778,0.27964085,0.31206346,0.0,0.39662153,0.9034055,1.0,0.27221903,0.58314455,0.61073166,0.49070305,0.0,0.5015234,0.6910435,0.49806312,0.22881274,0.3603032,0.17916234
happy,0.3402914,0.25247842,0.6688086,0.26979592,0.5218792,1.0,0.6728653,0.72949594,1.0,0.73696357,0.5493249,0.24428523,0.37911117,0.0,0.23983623,0.48837987,0.16053478,0.14641607,0.7725324,0.8207874
neutral,0.3359691,0.25131097,0.10993327,0.4117568,0.27769685,0.0,0.39027447,0.017152738,0.0,0.12672122,0.57270235,0.15504922,0.59838057,0.0,0.36241522,0.41487572,0.08942024,0.013911363,0.29454815,0.07119606
neutral,0.2595534,0.16893792,0.45694783,0.34366894,0.2701887,1.0,0.30639493,0.023428049,0.0,0.15355772,0.43612608,0.12650535,0.53319585,0.0,0.54272664,0.32521367,0.3175973,0.17168659,0.5651185,0.58480704
neutral,0.35932255,0.2039455,0.19771573,0.32354602,0.18862183,0.0,0.2791218,0.049621847,0.0,0.073584825,0.62575376,0.2840672,0.43622616,0.0,0.43201113,0.45938906,0.0626696,0.08682457,0.5371249,0.17940061
surprise,0.5667558,0.45344356,0.19374062,0.46011254,0.13482346,1.0,0.20584059,0.0020986283,0.0,0.06504379,0.15198849,0.10742726,0.35644597,1.0,0.60534203,0.1002945,0.9845295,0.19092132,0.09507595,0.19920321
surprise,0.25604907,0.31504124,0.46340185,0.31088388,0.33826402,0.0,0.3860192,0.0838025,1.0,0.35532904,0.494336,0.16939802,0.42350253,1.0,0.3248892,0.12192835,0.9985422,0.58765787,0.08926341,0.28417045
angry,0.34619248,0.28904313,0.3991158,0.39528728,0.24796255,0.0,0.33101746,0.0034118495,1.0,0.35571206,0.17578581,0.3062261,0.55856925,0.0,0.45858282,0.47338086,0.53625405,0.29246756,0.021064453,0.42557943
neutral,0.28524756,0.44142586,0.38822302,0.31981775,0.3471293,1.0,0.34146068,0.27783653,1.0,0.21588752,0.6710751,0.23475833,0.464844,0.0,0.26684976,0.5682811,0.04870743,0.09641842,0.15108609,0.26662388
sad,0.4879358,0.25600082,0.21612464,0.29600918,0.49530393,0.0,0.4514137,0.02514794,1.0,0.4178361,0.5971646,0.48943257,0.4667278,0.0,0.32492533,0.7415788,0.0010468743,0.18522844,0.53681916,0.11197377
neutral,0.2520537,0.21880385,0.26703167,0.28452775,0.32544822,1.0,0.38734567,0.30484498,0.0,0.58783966,0.4020273,0.33144483,0.4415848,0.0,0.5076665,0.6358132,0.06332413,0.097636856,0.37682226,0.32269764
disgust,0.28554094,0.3664965,0.3164193,0.3428288,0.13846497,1.0,0.3971029,0.27273434,1.0,0.10541841,0.4557994,0.120939426,0.4178709,0.0,0.48241332,0.41692775,0.018155461,0.090874396,0.7395851,0.44823316
neutral,0.40265635,0.19313383,0.26810038,0.32106912,0.53335387,0.0,0.39380586,0.595274,1.0,0.5723821,0.5874099,0.07831309,0.4096765,0.0,0.45705473,0.33656034,0.19418234,0.06771173,0.340392,0.3177103
happy,0.36407813,0.40781707,0.5092824,0.26914027,0.91567963,1.0,0.76449305,0.116646685,0.0,0.96597743,0.85572666,0.046523094,0.4498769,0.0,0.25602725,0.6944488,0.9850766,0.22371468,0.30177155,0.78486794
happy,0.1773481,0.3190069,0.19447838,0.27045977,0.42310792,0.0,0.35377854,0.04354778,1.0,0.54378754,0.5558235,0.28710756,0.4334025,0.0,0.33738437,0.5460482,0.4098031,0.0846278,0.40203696,0.3041838
angry,0.35440072,0.41406044,0.7750089,0.2745812,0.2539773,0.0,0.41895446,0.0023057263,0.0,0.3074596,0.49197456,0.13431229,0.33013836,0.0,0.41315368,0.26614282,0.6299131,0.2958549,0.42863742,0.47594053
neutral,0.22583304,0.19044021,0.2084335,0.27447474,0.49944273,0.0,0.38466197,0.4779971,1.0,0.54696155,0.6723849,0.66291803,0.4223009,0.0,0.33639544,0.54107946,0.2862621,0.059225205,0.5990988,0.28966874
angry,0.31649923,0.5609221,0.58276135,0.39319885,0.5444223,1.0,0.5680562,0.29933387,1.0,0.6411527,0.3733531,0.16994292,0.21735859,1.0,0.38314328,0.014182509,0.99988854,0.65126795,0.023735061,0.3377109
neutral,0.514013,0.4356234,0.10208297,0.41834542,0.16918239,0.0,0.12261176,0.0048519396,1.0,0.03964157,0.34574264,0.3352769,0.47811937,0.0,0.3795613,0.6980663,0.005558727,0.08658435,0.39511213,0.041869763
neutral,0.37431705,0.19507818,0.77112883,0.28046593,0.1802966,1.0,0.46561843,0.1934217,0.0,0.3727514,0.38184974,0.37599042,0.49925908,0.0,0.48008832,0.2974584,0.035725337,0.11173588,0.15936176,0.40259817
neutral,0.47036585,0.5514235,0.37762752,0.2807601,0.53058815,1.0,0.6735479,0.13093574,0.0,0.3166682,0.42615834,0.11578466,0.4767236,1.0,0.6627758,0.34770614,0.6021123,0.16440146,0.4841009,0.6587403
neutral,0.38129127,0.3365446,0.5103415,0.2895387,0.22497149,1.0,0.48205176,0.17688803,1.0,0.12586395,0.45690283,0.3801395,0.56227756,1.0,0.49348682,0.5332757,0.19792806,0.06858431,0.3611874,0.38959116
happy,0.39241812,0.41755915,0.6062326,0.312623,0.58442116,1.0,0.5695774,0.25292966,0.0,0.8132594,0.6952173,0.3949147,0.39790744,0.0,0.5623302,0.3731785,0.8320693,0.18693034,0.6083636,0.82440454
neutral,0.34130928,0.16679369,0.3928434,0.2609173,0.20930037,0.0,0.3744916,0.07523492,1.0,0.20176823,0.36597994,0.38827065,0.5004383,0.0,0.25340724,0.5039836,0.061097212,0.20525303,0.36376837,0.107457526
surprise,0.4396004,0.21615335,0.50902945,0.3523683,0.21095636,0.0,0.44353732,0.16081405,1.0,0.1967606,0.29384694,0.2690975,0.34201276,1.0,0.51036733,0.11861365,0.98838335,0.6697975,0.49187124,0.3663979
angry,0.43783823,0.39930093,0.8204381,0.23787628,0.5351234,1.0,0.57598966,0.70862776,1.0,0.6659291,0.50956434,0.31490096,0.22264613,1.0,0.4310929,0.020831283,0.99996674,0.6261282,0.18841273,0.41622868
neutral,0.29010013,0.38427427,0.5545398,0.24921948,0.35790485,1.0,0.5243765,0.28694057,0.0,0.6680995,0.41914043,0.22917394,0.3934828,1.0,0.4099964,0.31502506,0.08618044,0.12613243,0.32409856,0.79269254
sad,0.27727503,0.13691698,0.19896041,0.30734763,0.28490365,1.0,0.34561437,0.033980567,0.0,0.25391108,0.3317577,0.21745081,0.43454513,0.0,0.45159096,0.35900965,0.4926164,0.16177733,0.10871048,0.61876416
neutral,0.19259223,0.2417025,0.60524786,0.40648365,0.38258928,1.0,0.37168425,0.30140698,0.0,0.3649459,0.353662,0.16979751,0.44011623,0.0,0.40711805,0.37406868,0.17334537,0.085401565,0.34239691,0.8188139
surprise,0.42728814,0.26585,0.52044064,0.27503034,0.28155503,0.0,0.2520536,0.13884392,1.0,0.30932277,0.40840524,0.27415708,0.35550618,0.0,0.6018316,0.51897854,0.883609,0.2165745,0.23461246,0.43558475
happy,0.29720235,0.3069439,0.13150321,0.3519189,0.8548067,0.0,0.41929236,0.010077173,0.0,0.9037999,0.774321,0.62538695,0.35670692,0.0,0.49828458,0.24828716,0.05070028,0.03815951,0.08963568,0.12209246
happy,0.44077566,0.46535024,0.5017883,0.30631748,0.7395601,1.0,0.5060501,0.44066054,0.0,0.9018547,0.53836685,0.12935616,0.3917643,0.0,0.18562463,0.32968456,0.4351519,0.18327083,0.2389657,0.7839462
neutral,0.25901517,0.18690984,0.45423865,0.2613182,0.29207337,1.0,0.37425956,0.0351401,1.0,0.11664814,0.28128624,0.18063448,0.5301917,0.0,0.49239033,0.5338848,0.17439991,0.04502042,0.31983185,0.51102126
sad,0.2647518,0.0803664,0.40723097,0.32225028,0.17263308,0.0,0.2530037,0.059724275,1.0,0.18467556,0.41869554,0.34491283,0.53473645,0.0,0.4701179,0.4835389,0.11201789,0.062349364,0.13305308,0.12951662
disgust,0.4395168,0.26703906,0.47282374,0.33383536,0.11149572,0.0,0.40359387,0.13661334,0.0,0.28022218,0.27599862,0.3746797,0.35285312,0.0,0.5861212,0.46241263,0.30830735,0.0739243,0.8683719,0.19188318
happy,0.35888714,0.24445428,0.3613492,0.2696738,0.53474927,1.0,0.47868413,0.23923449,1.0,0.6819362,0.7347682,0.73051167,0.44398254,1.0,0.33603072,0.61451566,0.0060700984,0.07875014,0.47753587,0.7843892
neutral,0.3902643,0.64548373,0.0807156,0.4593105,0.096796304,0.0,0.1417444,0.0032249729,1.0,0.08764884,0.276349,0.17361934,0.46736243,0.0,0.6552546,0.34436572,0.20782547,0.061766382,0.11680143,0.03727724
disgust,0.34998462,0.27356786,0.7991076,0.29104638,0.7757491,0.0,0.6730393,0.9187031,1.0,0.844844,0.45366958,0.45793346,0.4675304,0.0,0.4059658,0.49282357,0.16610077,0.12779137,0.5706097,0.54532987
angry,0.45809865,0.26092735,0.8049233,0.30513048,0.5109357,1.0,0.70168215,0.5068615,1.0,0.6010894,0.25760296,0.45342475,0.30588314,1.0,0.46129555,0.025866656,0.99854785,0.7291681,0.25071234,0.7201574
happy,0.41564235,0.18284014,0.687307,0.2737578,0.5108527,1.0,0.49327818,0.96848834,1.0,0.764348,0.7011336,0.268435,0.39781556,1.0,0.37257728,0.20270003,0.8602107,0.17028785,0.4504618,0.7178046
fear,0.33503917,0.22427346,0.36925095,0.2998748,0.41425455,0.0,0.3206865,0.45516637,0.0,0.4011295,0.5180196,0.43024743,0.46112344,1.0,0.39031813,0.45683292,0.89282656,0.12409507,0.1318141,0.10602347
disgust,0.2996274,0.30404323,0.30415565,0.34403393,0.13443127,0.0,0.33728477,0.041177403,1.0,0.10265945,0.18612581,0.3285432,0.4711402,0.0,0.31246683,0.36346787,0.22402215,0.048039183,0.48308796,0.16622365
neutral,0.4849369,0.2882796,0.367624,0.65049684,0.12351337,0.0,0.19441645,0.3622776,1.0,0.19666454,0.48183188,0.14288495,0.46100038,0.0,0.5459231,0.4527326,0.09354251,0.49248654,0.05285651,0.19138066
neutral,0.21980998,0.17573349,0.44550464,0.396842,0.7109727,0.0,0.55638295,0.013284903,0.0,0.7906971,0.7195853,0.55624026,0.66719013,0.0,0.47969308,0.64822394,0.038229786,0.042275373,0.2397129,0.24680884
angry,0.40849337,0.32241142,0.31661567,0.26288858,0.39836782,1.0,0.4706513,0.11071047,0.0,0.5343525,0.5347709,0.25892064,0.27437025,1.0,0.2425937,0.0145541355,0.99985766,0.72770375,0.04910921,0.55646807
surprise,0.4578568,0.2309507,0.59912634,0.43849447,0.3623175,0.0,0.2742386,0.68876165,0.0,0.21256445,0.7488978,0.60316795,0.24807055,1.0,0.5274139,0.060882706,0.9999243,0.6805278,0.080436334,0.084518336
angry,0.3639454,0.29960135,0.76453954,0.32014224,0.2568696,1.0,0.5065267,0.40936342,0.0,0.27536732,0.35324228,0.35876298,0.4298164,1.0,0.69110197,0.63447297,0.55415756,0.09491365,0.30202082,0.22765253
surprise,0.2756193,0.25502962,0.3246983,0.27484602,0.2647034,0.0,0.26962084,0.43760574,1.0,0.0997944,0.24445821,0.3159654,0.30309618,0.0,0.53884315,0.20554583,0.9933902,0.48211837,0.046471212,0.5094045
angry,0.34397885,0.2566926,0.7593803,0.29850087,0.2435325,1.0,0.51897776,0.0060426258,0.0,0.22937748,0.2573375,0.14080508,0.3488739,0.0,0.65586686,0.21111517,0.8682433,0.11315338,0.51415634,0.43762812
neutral,0.3993171,0.29958627,0.2099296,0.4407152,0.4527457,1.0,0.55531704,0.8009221,0.0,0.5474551,0.5093694,0.49363598,0.5348527,0.0,0.7848135,0.40490672,0.08692803,0.098545015,0.10955986,0.5748908
surprise,0.27552274,0.28177318,0.25707725,0.60469717,0.1899445,0.0,0.13895217,0.0029646733,0.0,0.121353015,0.5324232,0.06836558,0.3220463,1.0,0.38852257,0.1804864,0.90565395,0.16666794,0.0744173,0.038790386
neutral,0.40059254,0.22736199,0.62247217,0.31092077,0.23058519,1.0,0.4160723,0.0798632,1.0,0.18782371,0.34185258,0.11963534,0.40935436,0.0,0.37752002,0.31584388,0.08663631,0.10398526,0.39037457,0.552402
happy,0.25608703,0.2542342,0.5990289,0.2588394,0.49981916,1.0,0.59688175,0.377101,0.0,0.6558585,0.72768515,0.53328127,0.41319418,1.0,0.61030394,0.5548733,0.037278105,0.10002253,0.48085865,0.46241483
fear,0.35015234,0.3324518,0.37443873,0.35697097,0.30645585,1.0,0.3427107,0.015327355,0.0,0.0786717,0.23108053,0.23900266,0.5319235,0.0,0.7209696,0.30293402,0.17820938,0.118488014,0.09673043,0.22761878
neutral,0.27518263,0.17549862,0.38315806,0.34000802,0.124972366,1.0,0.22432631,0.24977317,1.0,0.1967656,0.77023923,0.2305961,0.4192715,0.0,0.7130929,0.6888387,0.010005533,0.048239544,0.254457,0.10935046
neutral,0.28105095,0.3330545,0.27215952,0.35363385,0.2269672,0.0,0.3034744,0.57059807,1.0,0.112522066,0.1793655,0.20890445,0.53367984,0.0,0.46470004,0.3020961,0.4824087,0.046174962,0.101522855,0.4602627
neutral,0.40273932,0.32046363,0.35310385,0.29522556,0.50815207,1.0,0.47142875,0.08360121,0.0,0.44132316,0.46820825,0.15407667,0.46692514,0.0,0.4544183,0.5342391,0.8184771,0.117226236,0.18984604,0.7649245
angry,0.34376955,0.313232,0.3495101,0.33897808,0.228847,1.0,0.38049227,0.06863116,0.0,0.2751351,0.202006,0.22985186,0.33750066,0.0,0.49549186,0.258981,0.40021884,0.19917147,0.099832,0.4936516
happy,0.38251615,0.3618993,0.63818496,0.2722246,0.1156886,1.0,0.51056176,0.15741266,0.0,0.4384415,0.49931324,0.29972535,0.5258592,0.0,0.5352333,0.5213015,0.05257782,0.11660858,0.5348507,0.85523695
fear,0.27504903,0.2100395,0.28074512,0.34676853,0.19469692,1.0,0.37437657,0.038158145,0.0,0.13085479,0.24852271,0.20330863,0.5182109,0.0,0.12309767,0.3953418,0.66776395,0.11777129,0.025062429,0.19988337
happy,0.4143472,0.27896768,0.6219216,0.2818862,0.72426885,1.0,0.59264654,0.7502333,1.0,0.9022285,0.768332,0.23832302,0.38854483,0.0,0.4998327,0.525534,0.61424834,0.1211938,0.120745905,0.68417096
angry,0.40310133,0.38390014,0.436404,0.3483733,0.1300387,1.0,0.25081828,0.08384648,1.0,0.035838723,0.15311587,0.24852498,0.39871982,0.0,0.32932022,0.039742164,0.5375936,0.25019905,0.05826393,0.082166135
neutral,0.5885983,0.5627114,0.40046692,0.6617979,0.09496542,0.0,0.10759488,0.0065714424,0.0,0.047899984,0.29287866,0.15632613,0.5352923,0.0,0.37713608,0.47867548,0.06511396,0.056241192,0.24607049,0.037711676
surprise,0.31466708,0.17908417,0.3811759,0.29607853,0.37802538,1.0,0.5093562,0.90403736,1.0,0.61595494,0.61608994,0.17399481,0.34205323,1.0,0.45830673,0.24477167,0.5334908,0.13476685,0.19242372,0.3496504
happy,0.30237094,0.23096283,0.36740696,0.26506934,0.5118009,0.0,0.55304885,0.8894397,1.0,0.8507836,0.72312456,0.37619835,0.5519322,1.0,0.48517647,0.69545853,0.10643314,0.07351849,0.32556924,0.7698916
neutral,0.34519768,0.23349547,0.6810868,0.29399264,0.25071645,1.0,0.4422511,0.21830618,1.0,0.3625822,0.1702873,0.29649475,0.53100216,0.0,0.72593457,0.56804276,0.023475662,0.053455383,0.48700583,0.2920205
neutral,0.31203368,0.23829529,0.24956359,0.32370737,0.7624854,0.0,0.5351156,0.09179643,1.0,0.8839164,0.78820664,0.27234462,0.5740369,0.0,0.37641504,0.40205255,0.092362314,0.034083404,0.09034673,0.077393696
fear,0.28075916,0.15005195,0.18367335,0.3743819,0.123406805,1.0,0.23267485,0.7997134,1.0,0.073173515,0.1422152,0.2753129,0.5212405,0.0,0.23412462,0.30806953,0.13266496,0.07018118,0.110335246,0.06269792
disgust,0.36220986,0.25246906,0.36708954,0.42717335,0.22316739,0.0,0.6775244,0.2926859,1.0,0.3680382,0.3360345,0.5699804,0.59019727,0.0,0.38698763,0.5172189,0.16159362,0.054147165,0.14427681,0.27956522
angry,0.32841906,0.2010205,0.46572742,0.32487014,0.3368161,0.0,0.47691035,0.9492049,0.0,0.48722526,0.39987737,0.120445706,0.27972308,1.0,0.57024235,0.08183793,0.9997708,0.7919941,0.0845672,0.58377236
happy,0.47935134,0.37674254,0.3181776,0.3205071,0.8977953,1.0,0.5259739,0.82509035,0.0,0.95004094,0.8779244,0.24229467,0.57336336,0.0,0.3502836,0.37645265,0.776662,0.045627266,0.10635616,0.6491642
angry,0.25215754,0.30844983,0.29877758,0.29842722,0.26105827,1.0,0.42977336,0.03993618,1.0,0.28763965,0.35688603,0.24762751,0.24098977,1.0,0.6583638,0.06575824,0.95239156,0.6740135,0.16733962,0.66253483
happy,0.34230983,0.3032968,0.18454385,0.38511014,0.5259439,1.0,0.35191202,0.008015455,0.0,0.76366144,0.7166976,0.67890644,0.5096151,0.0,0.38537306,0.63700664,0.018009081,0.04378237,0.09516581,0.2591831
happy,0.25426212,0.24610133,0.56445384,0.26423812,0.8517844,1.0,0.6427997,0.90995306,1.0,0.9104855,0.666626,0.15984613,0.5238417,1.0,0.26394466,0.3755817,0.7760024,0.13730575,0.18547499,0.7530017
angry,0.44912612,0.39475933,0.7704971,0.29171658,0.24465011,1.0,0.39742702,0.025279028,0.0,0.23522766,0.26201886,0.31837398,0.40052465,1.0,0.5379724,0.24764518,0.947579,0.13121419,0.2087083,0.33479962
happy,0.35008416,0.35838217,0.14743394,0.27894434,0.5019477,1.0,0.41723308,0.12818508,1.0,0.53024846,0.46884957,0.3230613,0.38761762,0.0,0.37253436,0.5721234,0.27745685,0.15053748,0.19524637,0.40710205
angry,0.305273,0.19918841,0.23219877,0.32391253,0.26087153,1.0,0.42443126,0.39014858,0.0,0.17656225,0.45674166,0.2198721,0.3654335,0.0,0.6317585,0.6571645,0.079455405,0.3251034,0.6722054,0.51656955
surprise,0.3182943,0.30585638,0.24389862,0.34323025,0.13965392,1.0,0.37262803,0.26863572,0.0,0.15886745,0.49803796,0.12729095,0.40683037,1.0,0.5553611,0.10482817,0.9901883,0.49318504,0.67843604,0.18115053
happy,0.40374818,0.349741,0.12660277,0.3578492,0.52581763,1.0,0.5579449,0.8038679,1.0,0.86192364,0.8498575,0.09420472,0.4606397,0.0,0.46716347,0.563682,0.529722,0.07546334,0.09926339,0.30782002
neutral,0.3798049,0.17944558,0.71310943,0.31560442,0.2582215,0.0,0.4697302,0.029088011,1.0,0.38011667,0.59875304,0.15818955,0.48428887,0.0,0.51464766,0.3881115,0.083677225,0.097309105,0.24928246,0.73691624
neutral,0.50357556,0.4143136,0.4510764,0.35174897,0.21833229,1.0,0.3268342,0.79653114,1.0,0.2513988,0.2583752,0.25011817,0.4531769,0.0,0.75266975,0.644215,0.3082435,0.09406551,0.12209056,0.26350012
angry,0.44639602,0.32508838,0.63584524,0.25554347,0.4850376,1.0,0.5818643,0.98441225,0.0,0.47624764,0.48095217,0.47478965,0.26504102,1.0,0.5643753,0.044510975,0.9999225,0.46659222,0.10185055,0.8724788
surprise,0.37500256,0.30560255,0.6735302,0.28705922,0.34891713,1.0,0.51087767,0.4224801,0.0,0.29941505,0.30817682,0.3933199,0.34088358,1.0,0.5296047,0.086919725,0.981754,0.70700663,0.32910636,0.3900985
happy,0.33607307,0.37729567,0.5377105,0.25791225,0.5238953,1.0,0.5123856,0.8590205,0.0,0.75806105,0.66713834,0.52889526,0.4060345,0.0,0.24691124,0.25764787,0.29946193,0.19854327,0.24003874,0.7310056
surprise,0.39432767,0.33516583,0.537713,0.40208283,0.49168244,1.0,0.5755306,0.4973801,0.0,0.51775354,0.39508525,0.323333,0.38954404,1.0,0.400127,0.30455202,0.8699111,0.20310855,0.15191905,0.51752186
angry,0.5499957,0.30718473,0.07762364,0.38323647,0.14194465,1.0,0.10595255,0.0030587823,1.0,0.0740054,0.35242176,0.041579034,0.3099728,1.0,0.67537963,0.07745387,0.9287883,0.543432,0.020005347,0.10105754
happy,0.46280086,0.3841118,0.6890952,0.25458485,0.25098896,1.0,0.55411404,0.031684887,1.0,0.7171446,0.53534716,0.45858735,0.5751542,0.0,0.39781407,0.3563881,0.1212663,0.07812511,0.4684581,0.7571545
neutral,0.3779319,0.14586812,0.28257567,0.31136134,0.19738376,1.0,0.32703292,0.13852035,0.0,0.16398671,0.16411921,0.108621046,0.39894193,0.0,0.72081506,0.23207335,0.6120626,0.28864276,0.07658612,0.3694312
neutral,0.3604446,0.3065651,0.22104728,0.39835685,0.52765083,0.0,0.30552375,0.17725916,1.0,0.58406574,0.41637164,0.6151886,0.4877125,0.0,0.3491893,0.61016,0.11416036,0.14507009,0.09697575,0.14208345
neutral,0.2866988,0.4285587,0.17061327,0.30568027,0.22676101,0.0,0.21886633,0.28071046,1.0,0.2065126,0.4482502,0.34339455,0.5045564,0.0,0.14868017,0.5130435,0.034919545,0.071092956,0.28527287,0.105720095
disgust,0.36492997,0.30196518,0.4694187,0.3270744,0.3597581,1.0,0.51888627,0.015514395,0.0,0.33940917,0.5172292,0.11572639,0.26147258,1.0,0.20406635,0.37982285,0.058522195,0.11072583,0.22585517,0.15738547
angry,0.3287291,0.20152353,0.50833774,0.38112867,0.30790657,0.0,0.42728978,0.30587855,1.0,0.24211906,0.5012158,0.45651945,0.26063344,1.0,0.3791642,0.35349008,0.9989772,0.4416527,0.024078868,0.34287608
happy,0.67270154,0.57279843,0.38855678,0.27525052,0.1690252,1.0,0.24965233,0.024646312,1.0,0.10577448,0.3552766,0.28715175,0.47287145,0.0,0.5484619,0.4534909,0.6137837,0.32855713,0.12587376,0.8343597
angry,0.46025127,0.34009016,0.48153886,0.55132604,0.07959005,0.0,0.2347107,0.09393125,1.0,0.042316332,0.4912845,0.7304385,0.38594636,0.0,0.701121,0.30407482,0.9885019,0.34741372,0.05608795,0.2959689
